[5.336279382158684e-11, 5.872499743335766e-11, 6.101885600676173e-11, 5.322608188085506e-11, 5.5055765528183255e-11, 4.923331287245367e-11, 5.360541855671191e-11, 5.7735114403744656e-11, 6.182690044574124e-11, 6.234431672185472e-11, 6.336932602524902e-11, 6.974416020932628e-11, 7.04243006116836e-11, 6.943417729895652e-11, 5.877195640476685e-11, 6.98340772410536e-11]
[5.978823805876093e-11, 5.857045544035925e-11, 6.112871112731963e-11, 6.641074344626924e-11, 4.8566565903324314e-11, 4.777243004429639e-11, 4.7776655683723664e-11, 5.06317500220462e-11, 4.4494621468363465e-11, 5.034313355700097e-11, 4.903895736144898e-11, 5.138215143602886e-11, 4.951642236255735e-11, 4.4439906276402086e-11, 6.07625127334122e-11, 5.4034249778123894e-11]
[5.804062618133342e-11, 6.098292027304387e-11, 5.830712208145411e-11, 5.7238474623589484e-11, 5.836449835969602e-11, 6.236100203597455e-11, 5.950253111760202e-11, 6.28777508074541e-11, 6.786950819677837e-11, 7.11605032039706e-11, 6.964767713658217e-11, 7.013851069038786e-11, 6.799829140831779e-11, 6.746798140723097e-11, 4.9792262219654184e-11, 5.849523393072182e-11]
[6.618406019585212e-11, 6.008844638531032e-11, 6.521026049482042e-11, 5.929799887552009e-11, 5.156944454478541e-11, 6.122377181976743e-11, 4.455618430769922e-11, 7.030852176923333e-11, 6.412111694646014e-11, 4.71461379169973e-11, 4.642600613367741e-11, 5.080186498707754e-11, 7.226624552280238e-11, 5.0626075564620335e-11, 5.003300847482992e-11, 5.7254708754848876e-11]
[4.6948620423931416e-11, 4.7040675387175155e-11, 6.462967335497043e-11, 6.839994832902718e-11, 5.4351916537635015e-11, 5.1618587042917875e-11, 5.761360908804867e-11, 5.764906744015457e-11, 6.257848507505214e-11, 6.310274860489757e-11, 5.448987423972951e-11, 6.295613053501679e-11, 5.789171035734914e-11, 6.337723784188591e-11, 5.084385562449741e-11, 5.912802368705785e-11]
[4.698086185003362e-11, 4.62580687933545e-11, 6.594972498440274e-11, 7.13823687966645e-11, 4.102164589161002e-11, 4.3929892393649534e-11, 6.758965514770636e-11, 4.7533082553811836e-11, 4.423488253715534e-11, 4.8030718091491277e-11, 4.8189638851621746e-11, 5.855335210985464e-11, 6.400427462522661e-11, 6.311488814837855e-11, 6.49306647180809e-11, 7.043782364458139e-11]
[6.326202768534033e-11, 4.750054227422411e-11, 4.7689062842539024e-11, 5.4622218443395364e-11, 4.175772475299788e-11, 4.43169631589506e-11, 5.132451623710603e-11, 6.559600259053785e-11, 4.9989859284859344e-11, 4.426682627228465e-11, 4.605835616397192e-11, 5.088227313393923e-11, 7.490973973325575e-11, 6.843847790368472e-11, 5.4629887023089056e-11, 6.823148158738053e-11]
[6.268040562282952e-11, 6.431157034743864e-11, 6.016853381079702e-11, 5.6492796422477795e-11, 6.865882060028502e-11, 5.83589592317358e-11, 5.1124573733712315e-11, 5.364831819326931e-11, 4.561460431193758e-11, 5.254863969458278e-11, 4.613246785356892e-11, 4.6788427197446834e-11, 4.793613104610556e-11, 4.003610874932312e-11, 6.13810275521819e-11, 4.338227669773673e-11]
[3.8969214095100226e-11, 6.657236686496301e-11, 3.8702303866219154e-11, 6.77525649834786e-11, 4.873627675029035e-11, 5.077273112437623e-11, 5.1302416298057504e-11, 7.053950501111178e-11, 4.946704164603173e-11, 5.532364456287772e-11, 5.57161965891882e-11, 4.7229231117063146e-11, 4.918970102502853e-11, 7.06283610981172e-11, 4.4701102387731956e-11, 6.940395639830998e-11]
[6.046577668582468e-11, 5.808643576887558e-11, 5.3993282657459074e-11, 6.117941737640877e-11, 5.560039815314016e-11, 6.0856303819238e-11, 4.735040829497417e-11, 4.552623801935631e-11, 5.052421830803984e-11, 5.169311253185626e-11, 5.24587455148939e-11, 4.3427228141331053e-11, 4.158861629244082e-11, 5.716556190539692e-11, 7.037928247384814e-11, 6.415931679893313e-11]
