[6.74577282290973e-11, 6.166911120160032e-11, 6.367592518850514e-11, 6.843970574656093e-11, 6.050959730911286e-11, 6.930028645671425e-11, 6.855381577608487e-11, 6.223562369936108e-11, 6.981415278148111e-11, 7.111132619216364e-11, 6.5726956745552e-11, 7.028329275287552e-11, 6.708365940874138e-11, 6.564790138727737e-11, 6.333958322572396e-11, 7.067826877637575e-11]
[4.458291130096936e-11, 4.314099644743676e-11, 4.4763107882091704e-11, 4.835312756895397e-11, 4.5540799100098865e-11, 5.821391768103591e-11, 5.364469385239782e-11, 4.912899841381424e-11, 6.161455924602511e-11, 5.824450284086851e-11, 5.250802754396292e-11, 5.826233135035653e-11, 5.888310616969116e-11, 6.935843953700651e-11, 4.761194560888766e-11, 6.295282369178329e-11]
[6.677596611089378e-11, 6.926557613731979e-11, 6.950396905657245e-11, 6.43845235427727e-11, 6.959553206773327e-11, 6.882480957769439e-11, 6.993379433889401e-11, 4.7053437489561316e-11, 5.507828588174532e-11, 5.870018138115513e-11, 4.63430595871089e-11, 5.7409702542743044e-11, 5.948298125163789e-11, 7.172750555518982e-11, 6.615799743463798e-11, 6.146728809390218e-11]
[5.711982248184656e-11, 7.355144805810643e-11, 5.508758659824266e-11, 5.2511691689625803e-11, 5.600908594592942e-11, 5.266821485139694e-11, 5.1646880576701165e-11, 7.211762421605521e-11, 5.4909242754456524e-11, 6.187900502337073e-11, 7.376038282495285e-11, 5.58221392365921e-11, 6.198359764695126e-11, 6.828865671621951e-11, 5.049126020807815e-11, 5.397700656907448e-11]
[5.883776079828405e-11, 7.031615702519634e-11, 5.734828327311833e-11, 5.6048748446031306e-11, 5.664924200980155e-11, 7.183857985625363e-11, 7.153468060080983e-11, 5.616688662284505e-11, 5.254583634546269e-11, 5.501170861880024e-11, 5.946252154587394e-11, 5.7661878992537076e-11, 5.874879669027878e-11, 7.36826558583922e-11, 6.644675246521064e-11, 5.064070434782895e-11]
[6.429381685752722e-11, 6.041592643301835e-11, 7.665218885085359e-11, 6.162600061056683e-11, 7.222717994219202e-11, 6.060610788709153e-11, 3.8477188972006837e-11, 4.976017820506803e-11, 3.997847106669895e-11, 4.426008818543292e-11, 5.162017257626299e-11, 5.1283741954699374e-11, 6.63729519194409e-11, 6.855636065580257e-11, 5.944883780828452e-11, 6.270282827154675e-11]
[6.340460253603823e-11, 5.46952697470341e-11, 4.961576742480401e-11, 5.475954736477933e-11, 5.510911327449824e-11, 4.355194991312113e-11, 6.186032068334056e-11, 5.899522581488029e-11, 4.3388531681198825e-11, 5.72184805136308e-11, 7.174862439597231e-11, 4.902308155093509e-11, 4.6033982065015414e-11, 5.0049107211754934e-11, 6.532654943495612e-11, 4.740816114598763e-11]
[4.7408512099840475e-11, 5.5633596791593404e-11, 6.575563846459644e-11, 6.819539491018972e-11, 4.917311647173008e-11, 4.433634846160517e-11, 4.359812083975004e-11, 6.941379414569315e-11, 6.356176439013145e-11, 6.888422463461007e-11, 6.025944380218147e-11, 6.988060646744374e-11, 6.84949298765953e-11, 6.866011411976539e-11, 5.617169074407889e-11, 6.485953415283795e-11]
[6.296116353801986e-11, 6.614649081033238e-11, 6.518780869797965e-11, 6.713989548269213e-11, 5.950880821498151e-11, 5.0719350771980976e-11, 5.1516504043079784e-11, 5.262074804394124e-11, 5.1595663425982123e-11, 6.056902467706534e-11, 5.2854690576410926e-11, 6.237309919296505e-11, 5.514973007322049e-11, 3.7556628148814583e-11, 6.273664549614324e-11, 6.962976723798468e-11]
[6.883143471081455e-11, 4.8149334970079236e-11, 5.234459272974544e-11, 4.902157728148185e-11, 3.707751699908121e-11, 4.08107602256618e-11, 5.1600005691718825e-11, 6.32903866847097e-11, 5.811827436095935e-11, 6.942129973635283e-11, 7.153883318539415e-11, 5.894326026537809e-11, 7.000153909062894e-11, 7.444699215653848e-11, 4.824219203854672e-11, 5.97637683482572e-11]
[6.138611773140049e-11, 6.012284094491361e-11, 5.772499874523385e-11, 6.03373151483751e-11, 6.083467535355301e-11, 5.404637730602667e-11, 5.676307476638889e-11, 6.689491305983673e-11, 6.871606562293568e-11, 6.850818099637895e-11, 6.076807861564759e-11, 6.729234330349078e-11, 6.986527104579408e-11, 6.513822009747115e-11, 5.933504322588467e-11, 6.283169968980641e-11]
[4.928300727538612e-11, 5.400270728564427e-11, 7.509369496337038e-11, 5.258154473006771e-11, 5.4709677635445496e-11, 5.407146568381062e-11, 6.249734455161476e-11, 5.510693075597203e-11, 7.363339385141385e-11, 5.488029647139183e-11, 7.368596433889746e-11, 6.665237186220958e-11, 6.163641953795117e-11, 6.679090693678185e-11, 4.252552210066324e-11, 6.57217854563003e-11]
[6.638966711391019e-11, 5.950618844570984e-11, 6.582532229091467e-11, 6.448327374744914e-11, 5.7200090366481343e-11, 4.9673342720061975e-11, 5.487270419626488e-11, 6.881519686306825e-11, 4.578079770213385e-11, 4.691703699645501e-11, 4.332957597819703e-11, 4.7131914040424416e-11, 4.9288102761290567e-11, 4.203903381756435e-11, 6.754391416589265e-11, 5.4990019234150914e-11]
[4.7789509743059425e-11, 4.680660990266017e-11, 5.232326502043856e-11, 5.288236588249666e-11, 5.926753936247498e-11, 6.469739135791678e-11, 6.310890763879257e-11, 6.547872247493344e-11, 6.73855189616609e-11, 6.875722641402622e-11, 6.47946868859568e-11, 6.266943914956295e-11, 6.13926957798124e-11, 7.348941420978012e-11, 5.765484318507259e-11, 6.778748404134242e-11]
[4.710755861092438e-11, 5.54586477323985e-11, 4.756896547033175e-11, 4.666024447092048e-11, 4.457952480270107e-11, 5.2605513659537244e-11, 5.400396224242114e-11, 6.608614068024463e-11, 6.673388766676168e-11, 6.067973103091238e-11, 6.909094021157666e-11, 6.024194806672697e-11, 6.39764139907242e-11, 7.505856164880811e-11, 5.566902241082522e-11, 6.701187796598931e-11]
[4.3148658922771163e-11, 4.701609215069791e-11, 5.241821864375709e-11, 4.989762916513234e-11, 4.8950723701292784e-11, 6.896538413072837e-11, 5.840362868814744e-11, 7.008997113101519e-11, 5.973322504562758e-11, 7.154620044779525e-11, 7.068582293146133e-11, 5.935361849697636e-11, 6.11865732473971e-11, 6.937852781087085e-11, 6.67545792629911e-11, 6.502793756835333e-11]
[5.354202870181949e-11, 5.2679894473121845e-11, 6.70364481751678e-11, 6.934483543090465e-11, 5.373024839644789e-11, 6.65917994394574e-11, 6.793928608218224e-11, 6.64116971809161e-11, 6.658299646220477e-11, 6.219369280183927e-11, 6.465683476828429e-11, 6.624468028394993e-11, 6.380219950077823e-11, 6.651770652680106e-11, 5.607787420300499e-11, 7.238170072290487e-11]
[5.992753749789136e-11, 5.162269048258881e-11, 4.6434977632142693e-11, 5.153815161250945e-11, 5.200256739641813e-11, 5.16220656013863e-11, 5.3294189157652016e-11, 6.31266239955481e-11, 6.141458932204546e-11, 6.994572707700812e-11, 6.767623770743424e-11, 6.784063880919174e-11, 6.903227961334966e-11, 6.98496647948612e-11, 6.126901885799506e-11, 6.527076022352997e-11]
[5.18220580559211e-11, 4.95670732590697e-11, 5.522856469434089e-11, 7.088644464106354e-11, 3.9071500389366613e-11, 4.2207973065766295e-11, 4.67415528522964e-11, 7.183026937632288e-11, 7.251997627328256e-11, 5.742232430872948e-11, 5.337849140067462e-11, 5.6394134274361095e-11, 6.832836592753228e-11, 7.30114573310136e-11, 4.945932507518475e-11, 5.426429648074909e-11]
